Date,HP_Admission,MP_Extraction,Energy_Production
2024-01-01 00:00:00,173.369385,133.139526,21.6636543
2024-01-01 00:15:00,173.885071,132.362015,21.29605
2024-01-01 00:30:00,174.46843,130.927261,22.0262547
2024-01-01 00:45:00,171.486954,132.429749,20.95837
2024-01-01 01:00:00,175.943436,130.3054,22.0325089
2024-01-01 01:15:00,176.568359,131.471085,21.9269428
2024-01-01 01:30:00,172.009872,133.5882,21.6494637
2024-01-01 01:45:00,171.389648,134.930908,20.9282036
2024-01-01 02:00:00,175.950455,129.55899,22.52376
2024-01-01 02:15:00,175.191971,129.006577,22.4794884
2024-01-01 02:30:00,172.498077,128.079971,22.4377937
2024-01-01 02:45:00,174.0809,127.358459,22.6115837
2024-01-01 03:00:00,170.545166,129.22374,21.6676426
2024-01-01 03:15:00,173.051208,128.627411,22.2232666
2024-01-01 03:30:00,176.056717,130.641647,21.8818283
2024-01-01 03:45:00,174.207382,130.5229,22.3280048
2024-01-01 04:00:00,171.944168,126.839516,22.60648
2024-01-01 04:15:00,174.0313,132.8291,21.3487854
2024-01-01 04:30:00,171.417236,130.593567,21.7533989
2024-01-01 04:45:00,173.342575,129.33989,22.4974327
2024-01-01 05:00:00,171.0847,128.781616,22.4595547
2024-01-01 05:15:00,171.6054,131.218124,21.1702957
2024-01-01 05:30:00,172.881454,130.645645,22.1201324
2024-01-01 05:45:00,176.956131,128.150391,22.3911953
2024-01-01 06:00:00,174.749985,124.007347,23.220253
2024-01-01 06:15:00,171.688,120.2857,24.0015278
2024-01-01 06:30:00,173.751053,127.67215,22.5605354
2024-01-01 06:45:00,175.6169,123.241875,23.2536259
2024-01-01 07:00:00,174.104965,122.767609,23.530241
2024-01-01 07:15:00,171.666,125.697136,23.0888348
2024-01-01 07:30:00,174.680145,124.177467,23.0533352
2024-01-01 07:45:00,172.177689,127.782127,22.2664871
2024-01-01 08:00:00,173.046478,125.747467,22.307106
2024-01-01 08:15:00,170.591553,129.449783,22.1642075
2024-01-01 08:30:00,171.978546,130.8236,21.2802563
2024-01-01 08:45:00,171.654022,131.694687,21.5136127
2024-01-01 09:00:00,172.248978,131.920181,20.7971916
2024-01-01 09:15:00,172.804962,130.437469,21.4391918
2024-01-01 09:30:00,171.106552,128.737411,22.1389942
2024-01-01 09:45:00,172.893585,127.468224,22.0279274
2024-01-01 10:00:00,170.942474,125.481346,22.1226845
2024-01-01 10:15:00,171.60144,126.1403,22.2000275
2024-01-01 10:30:00,174.067612,127.044586,22.13329
2024-01-01 10:45:00,171.698257,119.854721,22.9602947
2024-01-01 11:00:00,171.598373,124.601364,22.51508
2024-01-01 11:15:00,170.67453,125.296143,22.1965141
2024-01-01 11:30:00,172.224823,121.700813,23.2967758
2024-01-01 11:45:00,172.334122,121.455795,23.414587
2024-01-01 12:00:00,174.982437,122.418633,23.1128616
2024-01-01 12:15:00,172.079636,121.248535,23.2850418
2024-01-01 12:30:00,174.222534,124.087379,22.8735981
2024-01-01 12:45:00,170.590118,123.580627,22.4117737
2024-01-01 13:00:00,172.586,127.769089,22.63665
2024-01-01 13:15:00,165.930832,127.21637,20.2754631
2024-01-01 13:30:00,172.767944,127.983322,22.0565186
2024-01-01 13:45:00,172.920609,125.802444,22.7164345
2024-01-01 14:00:00,173.851624,124.041428,22.81413
2024-01-01 14:15:00,174.272766,122.417572,23.4851913
2024-01-01 14:30:00,172.950409,125.151611,22.5893173
2024-01-01 14:45:00,172.012772,124.657509,22.6567726
2024-01-01 15:00:00,170.19017,119.74659,23.1587372
2024-01-01 15:15:00,173.003937,127.334747,22.3128185
2024-01-01 15:30:00,171.018372,112.136238,24.717
2024-01-01 15:45:00,170.289886,119.032234,23.6177959
2024-01-01 16:00:00,171.278839,122.816689,23.2785969
2024-01-01 16:15:00,171.103683,130.038757,21.7033424
2024-01-01 16:30:00,170.225174,131.880661,21.6855984
2024-01-01 16:45:00,172.835251,133.508636,20.9791679
2024-01-01 17:00:00,172.170227,132.12294,22.00206
2024-01-01 17:15:00,168.910492,126.545341,22.40138
2024-01-01 17:30:00,175.166077,138.189545,20.8962917
2024-01-01 17:45:00,173.308746,126.584534,22.9390755
2024-01-01 18:00:00,169.488449,122.602173,22.9591465
2024-01-01 18:15:00,174.674973,127.380867,22.86344
2024-01-01 18:30:00,170.580383,121.991425,23.2297668
2024-01-01 18:45:00,172.743134,125.013542,23.36776
2024-01-01 19:00:00,171.650681,116.874481,24.7599659
2024-01-01 19:15:00,172.988159,124.286423,23.318718
2024-01-01 19:30:00,174.862976,128.800034,22.632864
2024-01-01 19:45:00,173.05275,127.871651,22.35993
2024-01-01 20:00:00,173.0697,151.600159,17.7249279
2024-01-01 20:15:00,174.141266,100.451859,27.1529446
2024-01-01 20:30:00,173.212234,143.912582,19.7683887
2024-01-01 20:45:00,174.53038,128.648376,22.669733
2024-01-01 21:00:00,169.852539,132.952011,21.2834282
2024-01-01 21:15:00,174.048279,133.03241,21.6550388
2024-01-01 21:30:00,172.1306,135.634308,20.72602
