Date,HP_Admission,MP_Extraction,Energy_Production
2024-01-01 00:00:00,174.0176,142.858337,19.1799526
2024-01-01 00:15:00,174.100952,142.676392,18.9854126
2024-01-01 00:30:00,172.146881,140.71434,19.5142822
2024-01-01 00:45:00,171.335312,143.048645,18.6392918
2024-01-01 01:00:00,172.618027,140.158371,19.61674
2024-01-01 01:15:00,174.601,140.997589,19.4101658
2024-01-01 01:30:00,174.263855,142.834274,19.0236835
2024-01-01 01:45:00,171.729416,145.064636,18.7007656
2024-01-01 02:00:00,174.4673,139.169846,19.90753
2024-01-01 02:15:00,172.951,138.439316,19.8535748
2024-01-01 02:30:00,175.940048,137.561554,20.0346489
2024-01-01 02:45:00,174.648346,133.0548,20.9185429
2024-01-01 03:00:00,170.9103,140.035675,18.9827671
2024-01-01 03:15:00,172.57428,138.774612,19.96258
2024-01-01 03:30:00,172.766251,140.447952,19.6970062
2024-01-01 03:45:00,174.938873,139.713791,19.898447
2024-01-01 04:00:00,174.138443,132.286545,21.2866211
2024-01-01 04:15:00,169.56749,143.285736,19.110693
2024-01-01 04:30:00,173.456512,141.299576,19.3577023
2024-01-01 04:45:00,175.310287,138.891739,19.8558941
2024-01-01 05:00:00,175.65564,138.873657,20.0329838
2024-01-01 05:15:00,171.45929,142.224091,19.03966
2024-01-01 05:30:00,175.5568,140.279678,19.7581062
2024-01-01 05:45:00,171.0743,138.427643,20.02653
2024-01-01 06:00:00,170.858017,128.740036,21.91294
2024-01-01 06:15:00,174.976242,123.548164,23.15693
2024-01-01 06:30:00,173.74791,133.6251,21.00404
2024-01-01 06:45:00,172.369675,128.159271,22.0336132
2024-01-01 07:00:00,175.709442,127.068375,22.2596169
2024-01-01 07:15:00,175.2984,131.104492,21.5745049
2024-01-01 07:30:00,172.568924,128.733246,21.980938
2024-01-01 07:45:00,173.560074,138.0387,20.1216984
2024-01-01 08:00:00,169.7954,134.508926,20.6503448
2024-01-01 08:15:00,174.154,140.178177,19.832798
2024-01-01 08:30:00,171.406,142.098953,19.13013
2024-01-01 08:45:00,174.785355,142.557587,19.2813549
2024-01-01 09:00:00,171.977921,142.946167,18.685791
2024-01-01 09:15:00,172.4878,141.596039,19.174017
2024-01-01 09:30:00,174.582321,139.733551,19.7745571
2024-01-01 09:45:00,174.406708,138.23288,19.94683
2024-01-01 10:00:00,174.1559,134.317017,20.0513687
2024-01-01 10:15:00,172.7695,137.130112,20.0372314
2024-01-01 10:30:00,174.365875,138.223572,19.92669
2024-01-01 10:45:00,172.2803,125.304878,22.0058727
2024-01-01 11:00:00,172.424789,131.158539,21.1085262
2024-01-01 11:15:00,168.694092,133.203979,20.633997
2024-01-01 11:30:00,175.43718,126.945129,22.05473
2024-01-01 11:45:00,169.3862,125.902107,22.3797245
2024-01-01 12:00:00,171.382782,128.191422,21.9006557
2024-01-01 12:15:00,175.225632,126.467957,22.2922459
2024-01-01 12:30:00,175.051376,129.4683,21.5272522
2024-01-01 12:45:00,171.991364,129.806473,21.5932045
2024-01-01 13:00:00,174.522522,133.968719,21.09289
2024-01-01 13:15:00,168.312515,138.143585,18.10406
2024-01-01 13:30:00,174.740631,138.67543,19.8153038
2024-01-01 13:45:00,170.407364,130.935318,21.37306
2024-01-01 14:00:00,172.938492,129.670486,21.41432
2024-01-01 14:15:00,172.854691,126.6619,22.4563751
2024-01-01 14:30:00,176.242065,130.912216,21.3755226
2024-01-01 14:45:00,175.248123,130.089188,21.72512
2024-01-01 15:00:00,169.730881,124.345184,22.3212643
2024-01-01 15:15:00,173.881744,137.9627,19.85694
2024-01-01 15:30:00,172.266235,107.01841,26.1706944
2024-01-01 15:45:00,171.807892,121.1645,23.322176
2024-01-01 16:00:00,172.548264,126.960373,22.2516174
2024-01-01 16:15:00,173.12059,139.8933,19.4672775
2024-01-01 16:30:00,172.505157,141.7704,19.2263775
2024-01-01 16:45:00,173.798187,143.760452,18.632473
2024-01-01 17:00:00,174.8083,140.9209,19.4171772
2024-01-01 17:15:00,173.2726,133.287079,20.6706772
2024-01-01 17:30:00,171.996582,147.800308,18.5405178
2024-01-01 17:45:00,174.56929,131.716614,21.3192
2024-01-01 18:00:00,168.434586,127.812889,21.7078819
2024-01-01 18:15:00,174.7683,131.9203,21.3269615
2024-01-01 18:30:00,171.245178,126.973076,22.1040211
2024-01-01 18:45:00,172.083191,129.259781,21.76359
2024-01-01 19:00:00,175.295334,114.491592,24.9738827
2024-01-01 19:15:00,173.128357,129.058975,22.312048
2024-01-01 19:30:00,173.634933,138.3969,19.9562149
2024-01-01 19:45:00,172.9164,138.435974,19.8857136
2024-01-01 20:00:00,170.823181,152.98912,17.3340759
2024-01-01 20:15:00,169.375946,153.440521,17.38162
2024-01-01 20:30:00,177.992508,106.185577,26.8254356
2024-01-01 20:45:00,174.54953,135.343353,20.48805
2024-01-01 21:00:00,174.263733,143.400986,19.1254539
2024-01-01 21:15:00,172.301727,142.761078,19.1382923
2024-01-01 21:30:00,171.8257,146.4082,18.5153542
2024-01-01 21:45:00,172.811722,142.586349,19.1498547
2024-01-01 22:00:00,171.000717,132.084534,21.0314732
2024-01-01 22:15:00,173.953308,133.470734,21.0483131
2024-01-01 22:30:00,173.609573,135.114655,20.4476776
2024-01-01 22:45:00,172.176559,139.932388,19.68283
2024-01-01 23:00:00,171.783676,135.128845,20.44493
2024-01-01 23:15:00,169.478561,140.069382,19.664629
2024-01-01 23:30:00,172.14592,143.1619,18.9493
2024-01-01 23:45:00,173.907028,149.8954,18.0086765
2024-01-02 00:00:00,174.557541,152.712418,17.60678
2024-01-02 00:15:00,174.3119,155.060791,17.709259
2024-01-02 00:30:00,173.133774,154.6064,17.6612434
2024-01-02 00:45:00,175.15564,153.533463,17.5729523
2024-01-02 01:00:00,174.641846,153.669983,17.66359
2024-01-02 01:15:00,170.152649,152.89,17.8354473
2024-01-02 01:30:00,175.273132,153.882065,17.8694115
2024-01-02 01:45:00,171.903671,153.203461,17.8359337
2024-01-02 02:00:00,172.772812,152.627609,17.2855968
2024-01-02 02:15:00,171.240814,152.300522,17.2577858
2024-01-02 02:30:00,171.086182,151.064835,17.3419838
2024-01-02 02:45:00,173.058517,152.696136,17.3209114
2024-01-02 03:00:00,171.331558,151.828354,17.1034679
2024-01-02 03:15:00,169.708023,142.875824,18.8212223
2024-01-02 03:30:00,173.844223,148.450043,17.73745
2024-01-02 03:45:00,172.671326,149.532166,17.69032
2024-01-02 04:00:00,171.896042,145.4865,18.1668377
2024-01-02 04:15:00,170.024338,145.6035,18.1328583
2024-01-02 04:30:00,174.013168,146.771637,17.9767075
2024-01-02 04:45:00,173.350357,148.504089,17.5452042
2024-01-02 05:00:00,173.7954,145.616913,18.2315788
2024-01-02 05:15:00,171.1212,147.1821,18.0403728
